"Laufende
Nummer";"Regional-
schlüssel";"Gemeinde-
schlüsselnr.";"Vgem-
schlüssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
1597;9673146;146;635;Niederlauer;9.0813;67.07;1.04;8.88;60.24;58.29;397.84;328.2;15.37;29.49;137.99;1333;1698;1664;815;24.831207802;-2.002355713;146.806167401;183.259911894;92;128;62;148;97;425;406;306;15;23;32;30;-7;122;137;88;134;3;115;57;35;0;0;0;0;0;0;0;0;0;0;0;580;349;231;12;•;217;269;•;78;503;86.7241379310345;735;658;89.5238095238095;-155;0;3;4;2;2;0;11;11;•;•;•;•;10;8;3;208;8175;1689;100;1689;100;1689;100;86;105.4;2;•;4;5;6;4;2;0;7;0;2;5;458;770;52;233;485;4110;0;0;0;3;1;2;1;1;75;68;36;3;10;14;826;24786.917;30008.3740920097;3577.849;4331.53631961259;921;528.702640642939;22367;24285.55917481;1582.384;11.53;165.498;566.616;835.34;359.975023416;359.997389715;340.000479501;952.096269555;584.415162455;1001.313477738;175.755299818;86.047961631
1598;9673147;147;637;Nordheim v.d.Rhön;16.5624;55.3;10.77;9.73;93.65;89.51;674.03;747.48;6.43;58.85;167.82;1176;1123;1121;563;-4.676870748;-0.17809439;71.014492754;67.693236715;56;74;41;116;53;262;295;224;12;10;17;11;-1;64;100;86;87;13;75;29;18;1;71;5;0;0;0;0;0;0;0;0;196;119;77;0;•;•;31;•;73;146;74.4897959183674;447;397;88.8143176733781;-251;0;1;1;1;5;3;11;11;230;95;•;•;11;6;1;•;•;1099;100;1099;100;1099;100;•;124.6;1;•;1;1;1;1;0;0;1;0;0;1;388;529;8;121;400;3169;•;•;•;12;12;0;19;1;18;18;21;0;5;4;528;14469.156;27403.7045454545;1842.083;3488.79356060606;578;524.500907441016;12817;22174.7404844291;614.082;11.872;86.591;62.084;450.055;400;380.001755387;379.990887197;553.72587917;140.562669071;549.724977457;376.983259912;429.328519856
1599;9673149;149;;Oberelsbach, M;67.6601;122.76;6.32;23.34;282.04;282.04;3398.04;2639.74;12.13;281.64;432.6;2871;2784;2671;1349;-6.966213863;-4.058908046;42.432751995;39.476795743;130;201;100;228;158;624;681;549;19;24;31;28;-4;106;115;131;119;-4;151;125;55;1;71;4;0;0;0;0;0;0;0;0;305;134;171;•;7;147;•;•;82;156;51.1475409836066;1145;996;86.9868995633188;-840;0;28;18;10;7;7;70;70;481;80;21;1706;14;11;1;•;•;2740;99.6;2740;99.6;2740;99.6;160;101;1;•;4;6;4;2;2;0;8;0;4;4;935;1330;39;390;901;7511;224;7360;16100;7;7;0;8;0;0;0;0;3;8;•;1260;33750.733;26786.296031746;3949.869;3134.81666666667;1397;507.630813953488;30943;22149.6062992126;1673.141;33.091;214.32;366.575;1049.995;419.989846427;419.996472594;369.998590627;627.820262664;253.998123827;618.078424015;380.492081031;425.125793206
1600;9673151;151;633;Oberstreu;22.6122;72.33;25.24;10.18;152.65;143.22;1237.15;664.14;11.06;88.47;247.52;1481;1585;1529;764;3.241053342;-3.533123028;65.50199027;67.624944715;49;130;69;124;73;371;398;315;11;9;15;8;1;71;75;67;80;-5;95;39;23;1;38;2;0;0;0;0;0;0;0;0;87;55;32;0;•;37;•;•;17;56;64.367816091954;613;582;94.9429037520392;-526;0;9;6;4;6;3;28;28;99;•;2416;0;8;7;0;0;0;1544;100;1500;97.2;1500;97.2;587;111.8;1;•;2;1;1;1;0;0;4;0;1;3;518;682;15;189;478;4012;•;•;•;4;1;3;1;0;0;0;0;0;6;3;718;22047.792;30707.2311977716;3063.571;4266.81197771588;815;507.156191661481;19748;24230.6748466258;874.108;19.874;83.38;57.134;711.27;319.98067944;320.00307031;300;571.312418301;151.189542484;596.302614379;347.893020222;357.435094586
1601;9673153;153;639;Ostheim v.d.Rhön, St;40.8308;188.2;11.61;27.89;237.7;227.88;1745.68;1720.56;8.79;142.65;467.31;3581;3426;3388;1688;-5.38955599;-1.109165207;87.705118785;82.978202302;158;264;101;243;184;769;830;839;27;12;37;34;-22;166;208;191;188;20;188;179;88;1;122;8;0;0;0;0;0;0;0;0;706;364;342;16;•;264;237;•;131;417;59.0651558073654;1206;917;76.0364842454395;-500;0;11;6;7;10;11;45;45;579;198;1328;827;27;34;2;•;•;3389;99.2;3345;97.9;3345;97.9;23;126.1;2;•;2;7;4;3;0;1;9;6;1;2;1169;1747;55;620;1072;9223;299;8681;22849;12;7;5;7;0;0;0;0;5;20;8;1566;46786.194;29876.2413793103;6652.551;4248.11685823755;1578;450.085567598403;34002;21547.5285171103;2230.848;28.336;288.469;616.971;1286.521;340.004799616;339.99929282;360.000109279;660.209529447;308.751109796;677.092926901;430.547153285;326.32920354
1602;9673156;156;635;Rödelmaier;6.2835;32.02;4.15;5.61;67.78;67.78;443.15;56.46;2.81;16.37;109.79;752;926;927;459;23.271276596;0.107991361;119.74522293;147.611464968;54;88;29;67;53;250;231;155;8;10;9;6;4;54;56;72;56;0;52;45;21;0;0;0;0;0;0;0;0;0;0;0;172;71;101;4;0;•;•;•;•;157;91.2790697674419;425;410;96.4705882352941;-253;0;1;3;3;0;0;7;7;•;•;0;0;14;5;0;0;0;934;100;934;100;934;100;•;140.8;0;0;7;8;7;7;0;0;6;0;0;6;298;411;9;107;295;2326;0;0;0;1;0;1;0;0;0;0;0;0;•;0;437;13155.277;30103.6086956522;1794.77;4107.02517162471;495;525.477707006369;12676;25608.0808080808;574.398;5.138;57.61;69.019;441.256;360.056061668;359.995000937;360.003381663;627.072052402;169.769650655;633.862445415;363.872476089;383.63163597
1603;9673160;160;640;Saal a.d.Saale, M;21.5701;69.32;2.88;10.19;122.21;117.84;1231.33;658.57;15.4;47.11;204.86;1588;1536;1475;723;-7.115869018;-3.971354167;73.620769587;68.382012054;52;151;47;115;69;357;361;323;10;11;17;15;-4;80;57;60;79;-22;73;56;29;1;105;6;0;0;0;0;0;0;0;0;290;188;102;•;0;•;46;7;•;233;80.3448275862069;595;538;90.4201680672269;-305;0;6;6;5;4;1;22;22;•;•;•;186;6;4;1;•;•;1508;100;1508;100;1508;100;101;107.2;3;31;4;3;1;1;0;0;2;0;1;1;529;690;16;150;524;4171;•;•;•;11;10;1;13;0;0;0;0;0;5;5;705;20909.415;29658.7446808511;2841.023;4029.81985815603;775;511.889035667107;17963;23178.064516129;988.548;18.747;122.525;160.64;682.181;399.978664391;400.003264667;350.000828404;662.565683646;241.930965147;665.235924933;315.620967742;343.301798801
1604;9673161;161;635;Salz;8.6532;91.17;37.95;7.36;73.08;56.32;566.97;47.65;5.05;36.09;173.71;1696;2273;2349;1165;38.502358491;3.343598768;196.069364162;271.560693642;160;215;79;178;119;662;495;441;22;27;18;16;11;149;190;194;165;25;200;169;71;1;163;10;0;0;0;0;0;0;0;0;1021;669;352;13;•;468;334;106;•;924;90.4995102840353;931;834;89.5810955961332;90;0;2;7;1;2;2;14;14;•;•;•;•;27;13;5;289;9553;2323;100;2306;99.3;2306;99.3;•;121.5;4;81;4;4;3;2;1;0;4;-1;1;4;608;1101;66;411;624;5633;•;•;•;15;13;2;19;0;0;0;0;•;15;3;1066;38766.216;36366.0562851782;6772.144;6352.8555347092;1128;482.463644140291;32385;28710.1063829787;2177.904;11.247;271.216;496.146;1396.545;330.017605634;315.00116144;314.999423331;933.92109777;468.58619211;1010.831475129;137.048428207;172.174664937
1605;9673162;162;;Sandberg;28.0351;105.77;5.7;19.51;114.56;114.56;1222.92;1260.12;6.12;68.81;246.94;2798;2600;2506;1245;-10.436025733;-3.615384615;99.786019971;89.37232525;127;195;75;197;108;624;636;544;23;21;23;44;-23;81;92;77;114;-22;155;80;65;2;245;14;0;0;0;0;0;0;0;0;180;74;106;11;•;•;34;12;81;92;51.1111111111111;1040;952;91.5384615384615;-860;2;15;5;1;3;2;28;26;118;•;5;90;16;16;0;0;0;2551;100;2545;99.8;2545;99.8;1548;101;2;•;0;2;4;3;1;0;7;2;-1;6;802;1206;41;349;816;6706;•;•;•;16;10;6;11;0;0;0;0;0;5;8;1210;31769.099;26255.4537190083;3607.943;2981.77107438017;1314;498.671726755218;30571;23265.601217656;1237.722;15.87;158.989;93.745;963.943;350.02205558;350.003302146;330.002072324;488.44593528;132.572217837;499.696921863;452.268656716;474.807843137
1606;9673163;163;635;Schönau a.d.Brend;15.5741;62.07;3.19;10.05;82.55;82.55;483.73;875.81;11.72;28.29;158.67;1353;1286;1237;597;-8.573540281;-3.810264386;86.897880539;79.447655748;54;88;29;94;72;294;316;290;8;9;12;7;2;48;53;55;46;7;61;54;27;0;0;0;0;0;0;0;0;0;0;0;112;59;53;•;•;•;42;•;•;80;71.4285714285714;492;460;93.4959349593496;-380;0;2;0;6;2;0;10;10;107;•;•;•;8;14;0;0;0;1246;100;1246;100;1246;100;68;109.9;1;•;0;0;1;0;1;0;2;1;0;1;408;611;11;213;387;3398;141;7148;18785;3;3;0;7;0;0;0;0;0;4;•;632;17701.172;28008.1835443038;2399.774;3797.11075949367;692;524.639878695982;16503;23848.2658959538;758.234;7.631;104.588;60.689;583.263;380.029880478;360.002753683;359.9934068;617.454397394;161.903094463;624.045602606;338.892655367;370.609120521
1607;9673167;167;639;Sondheim v.d.Rhön;18.5806;47.95;4.69;7.68;111.45;111.45;1099.63;509.12;7.05;70.49;170.79;1061;971;928;466;-12.535344015;-4.428424305;57.104413348;49.946178687;58;75;23;69;54;203;235;211;8;14;11;14;0;34;59;54;64;-5;56;45;30;0;0;0;0;0;0;0;0;0;0;0;204;73;131;3;0;•;•;•;•;133;65.1960784313726;383;312;81.4621409921671;-179;0;2;5;7;3;3;20;20;96;•;•;•;6;7;3;123;3321;960;100;958;99.8;958;99.8;•;117;1;•;4;4;0;0;0;0;1;1;0;0;338;473;13;122;338;2754;•;•;•;6;3;3;4;0;0;0;0;•;6;0;433;10586.377;24448.9076212471;1129.043;2607.4896073903;438;449.230769230769;9219;21047.9452054794;455.517;10.667;69.529;57.802;315.227;340.038253108;339.995110024;360;487.705567452;183.501070664;499.076017131;467.456066946;468.887459807
1608;9673170;170;633;Stockheim;19.652;52.48;4.98;6.22;92.08;86.38;739.24;1004.1;7.31;58.79;153.61;1056;1134;1104;517;4.545454545;-2.645502646;53.740458015;56.183206107;45;117;37;90;48;245;279;243;1;10;9;12;-2;64;70;75;61;9;65;46;24;0;0;0;0;0;0;0;0;0;0;0;73;32;41;3;0;33;9;7;24;47;64.3835616438356;412;386;93.6893203883495;-339;0;1;3;2;2;2;10;10;•;•;1894;0;11;9;0;0;0;1127;100;1125;99.8;1125;99.8;•;116.7;1;•;1;1;1;1;0;0;1;0;1;0;384;529;16;150;363;3032;0;0;0;4;1;3;1;0;0;0;0;0;7;11;493;14315.666;29037.8620689655;1990.742;4038.01622718053;516;451.83887915937;11398;22089.1472868217;586.599;12.266;66.327;108.063;398.468;299.975544143;300;310.001304234;535.218065693;248.283759124;580.325729927;449.817204301;464.222424795
1609;9673171;171;635;Strahlungen;13.433;34.78;26.53;4.47;104.79;104.79;683.37;446.89;2.13;40.34;144.79;818;889;911;463;11.369193154;2.474690664;60.908413999;67.833209233;62;74;27;70;41;253;218;166;10;11;4;9;2;37;33;30;45;-12;50;42;21;0;0;0;0;0;0;0;0;0;0;0;59;29;30;•;•;31;•;•;19;44;74.5762711864407;421;406;96.437054631829;-362;0;7;7;4;4;0;22;22;•;•;1655;•;6;10;0;0;0;922;100;922;100;922;100;40;109.9;1;•;2;2;2;2;0;0;2;0;0;2;279;412;14;131;267;2242;0;0;0;7;6;1;9;0;0;0;0;0;3;0;445;12094.692;27179.0831460674;1508.941;3390.87865168539;503;555.801104972375;11534;22930.4174950298;549.591;13.889;61.985;79.567;392.462;450.064808814;450.01452011;380.002414681;599.335877863;171.291166848;583.075245365;367.585903084;376.959826276
1610;9673172;172;634;Sulzdorf/Lederhecke;36.361;92.92;5.01;11.32;180.03;180.03;1871.44;1366.19;26.34;82.85;290.24;1213;1114;1112;582;-8.326463314;-0.179533214;33.360836084;30.583058306;48;95;41;70;39;262;311;246;11;7;15;13;-6;55;65;47;45;20;40;31;17;0;0;0;0;0;0;0;0;0;0;0;158;116;42;4;5;120;•;•;•;119;75.3164556962025;409;370;90.4645476772616;-251;0;7;8;7;7;4;33;33;736;243;834;38;9;9;1;•;•;1084;98.7;1089;99.2;1089;99.2;•;113.7;1;•;2;2;0;0;0;0;1;0;1;0;490;609;21;179;409;3487;•;•;•;5;5;0;5;0;0;0;0;0;5;•;526;13240.994;25172.9923954373;1539.249;2926.3288973384;551;475.409836065574;12240;22214.1560798548;657.726;30.655;81.975;125.738;416.815;380.004958473;380.006489894;319.99694965;590.418312388;276.41561939;612.775583483;533.285844749;557.409836066
1611;9673173;173;634;Sulzfeld;22.5132;90.18;6.8;13.93;118.03;118.03;1202.38;769.21;6.26;44.53;229.7;1607;1746;1661;845;3.360298693;-4.868270332;71.390493114;73.789426921;93;127;55;158;107;405;416;300;17;16;19;12;4;59;79;83;83;-4;68;67;36;1;99;7;0;0;0;0;0;0;0;0;294;150;144;7;•;56;43;•;24;225;76.530612244898;659;590;89.5295902883156;-365;0;3;9;4;4;5;25;25;161;43;4529;•;7;9;0;0;0;1673;99;1663;98.4;1663;98.4;13;122.8;1;•;5;8;3;3;0;0;5;0;3;2;538;737;21;176;540;4328;85;4054;14172;9;8;1;9;0;0;0;0;•;4;•;818;23791.657;29085.1552567237;3322.77;4062.06601466993;896;506.787330316742;21590;24095.9821428571;1675.624;23.208;111.524;770.317;766.305;349.992459659;350;320.000264226;1010.020494274;772.882459313;1115.109101869;227.964433906;0
1612;9673174;174;634;Trappstadt, M;25.7965;53.6;6.9;11.77;126.5;126.5;1782.35;545.66;5.89;46.98;194.77;1022;1045;991;526;-3.033268102;-5.167464115;39.612403101;38.410852713;45;100;40;89;38;244;226;209;6;9;12;9;0;31;12;29;33;-21;55;38;22;0;0;0;0;0;0;0;0;0;0;0;175;142;33;•;•;•;•;0;•;155;88.5714285714286;403;383;95.0372208436725;-228;0;7;12;5;4;6;34;34;330;112;2889;•;8;3;0;0;0;1021;100;1016;99.5;1016;99.5;•;104.7;3;6;0;0;1;1;0;0;1;-1;1;1;329;429;4;94;331;2651;0;0;0;6;4;2;9;0;0;0;0;6;9;5;442;11140.368;25204.4524886878;1149.164;2599.9185520362;466;460.474308300395;10264;22025.7510729614;466.818;25.163;56.372;58.749;324.282;420.013353363;419.997019818;320.004919531;467.285285285;179.432432432;471.688688689;478.702169625;474.722057369
1613;9673175;175;638;Unsleben;8.9243;52.54;4.81;9.12;55.06;49.6;601.41;125.64;7.74;36.11;122.04;871;946;939;470;7.807118255;-0.739957717;97.64573991;105.269058296;40;92;41;87;56;237;227;159;5;6;6;15;-9;62;65;48;63;2;120;78;16;0;0;0;0;0;0;0;0;0;0;0;265;168;97;6;•;162;22;16;•;226;85.2830188679245;370;331;89.4594594594595;-105;1;3;1;3;1;3;12;11;173;•;•;0;4;11;2;•;•;909;98.3;902;97.5;902;97.5;•;150.7;1;•;2;2;4;4;0;0;4;0;-1;5;293;464;23;147;294;2517;•;•;•;4;4;0;4;0;0;0;0;0;3;105;450;12902.503;28672.2288888889;1635.367;3634.14888888889;464;505.446623093682;10989;23683.1896551724;642.012;11.259;96.863;107.521;424.404;359.942455243;360.0052033;360.001526562;680.818663839;278.045599152;692.075291622;229.479099678;240.363636364
1614;9673182;182;639;Willmars;12.1735;31.36;6.05;3.2;56.76;56.76;502.04;585.73;3.99;28.22;97.78;673;579;620;312;-7.875185736;7.081174439;55.299917831;50.94494659;36;83;45;52;18;138;122;126;9;4;5;4;0;53;57;49;36;21;28;23;17;0;0;0;0;0;0;0;0;0;0;0;75;32;43;•;•;•;•;•;•;55;73.3333333333333;184;164;89.1304347826087;-109;1;0;2;1;0;3;7;6;132;•;0;•;6;4;0;0;0;591;100;583;98.6;583;98.6;375;120.5;0;0;1;1;2;2;0;0;2;-1;1;2;219;285;12;102;171;1519;0;0;0;1;1;0;1;0;0;0;0;0;•;•;232;6961.488;30006.4137931034;875.651;3774.35775862069;254;390.769230769231;5845;23011.811023622;257.437;8.775;32.901;11.802;201.846;399.954421149;400.012158055;359.993924666;429.777963272;86.262103506;423.151919866;576.602368866;593.208681135
1615;9673183;183;638;Wollbach;7.5812;51.58;4.34;2.64;60.34;60.34;474.69;140.6;1.1;22.83;116.26;1146;1304;1298;642;13.263525305;-0.460122699;151.187335092;171.240105541;64;120;49;96;67;357;305;240;8;8;11;12;-4;81;63;73;69;-6;60;51;40;0;0;0;0;0;0;0;0;0;0;0;103;60;43;3;0;25;•;•;23;73;70.873786407767;554;524;94.5848375451264;-451;0;1;2;1;3;0;7;7;•;•;67;0;6;10;0;0;0;1310;100;1310;100;1310;100;53;100.4;2;•;4;4;3;3;0;0;3;0;0;3;405;600;30;172;398;3372;0;•;•;4;3;1;4;0;0;0;0;0;5;•;629;19796.788;31473.4308426073;2714.184;4315.07790143084;682;525.019245573518;17233;25268.3284457478;785.666;7.223;75.546;79.363;621.727;299.958471761;300;300;600.662079511;171.806574924;634.980122324;312.982348427;337.892966361
1616;9673184;184;640;Wülfershausen/Saale;18.1276;64.79;4.08;11.33;137.43;137.43;1092.21;465.32;10.88;26.72;216.64;1483;1476;1473;749;-0.674308833;-0.203252033;81.798124655;81.246552675;63;131;44;118;84;373;362;298;12;11;1;10;1;53;37;49;49;-12;70;49;30;0;0;0;0;0;0;0;0;0;0;0;230;169;61;•;0;122;84;•;•;184;80;642;596;92.8348909657321;-412;0;3;6;6;2;2;19;19;185;100;1544;•;13;3;2;•;•;1449;98.7;1446;98.5;1446;98.5;84;105.9;2;•;5;8;4;4;0;0;7;0;1;6;479;654;14;176;464;3733;0;0;0;8;6;2;8;0;0;0;0;0;•;•;732;20507.241;28015.356557377;2642.417;3609.85928961749;810;554.794520547945;18665;23043.2098765432;1005.116;18.478;111.266;197.198;674.859;379.971211187;379.993852669;350.001477149;675.935440484;258.172831204;685.283120377;304.337644656;298.778975741
1617;9673186;186;635;Burglauer;13.9465;54.66;3.91;6.18;90.93;86.38;588.09;617.28;3.6;30;152.56;1372;1646;1649;828;20.189504373;0.182260024;98.35125448;118.207885305;83;157;54;119;104;442;429;261;11;17;9;17;0;94;71;85;89;-18;80;60;46;1;96;7;0;0;0;0;0;0;0;0;141;98;43;•;•;62;39;•;•;113;80.1418439716312;734;706;96.1852861035422;-593;0;1;1;3;1;2;8;8;131;•;•;0;7;6;0;0;0;1648;100;1641;99.6;1641;99.6;71;103.1;1;•;4;5;5;5;0;0;5;0;0;5;496;749;23;229;497;4047;0;0;0;9;7;2;10;0;0;0;0;•;8;5;793;22605.49;28506.2925598991;2921.057;3683.55233291299;885;542.611894543225;20832;23538.9830508475;970.952;11.436;94.372;144.088;717.887;339.952437574;320.002712692;359.999607705;583.855682502;190.51232712;598.473842453;357.079710145;381.043791242
1618;9673444;444;;Gemeindefreie Gebiete;79.47;0.14;0;0;293.96;293.96;23.47;7572.67;2.07;54.69;294.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;•;•;•;•;•;•;•;•;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1619;9674111;111;612;Aidhausen;37.2981;99.77;6.62;25.13;187.97;187.97;2331.68;1025.08;8.9;44.66;320.66;1911;1802;1787;917;-6.488749346;-0.832408435;51.233243968;47.908847185;80;144;67;189;105;399;458;345;16;12;16;20;-8;84;113;60;88;25;61;58;39;0;0;0;0;0;0;0;0;0;0;0;129;80;49;•;•;80;21;•;18;76;58.9147286821706;719;666;92.6286509040334;-590;1;13;20;7;13;6;60;59;1240;547;3113;•;10;5;0;0;0;1741;99.6;1741;99.6;1741;99.6;67;114.9;3;35;1;2;3;2;1;0;5;0;0;5;566;748;20;181;547;4447;66;3676;5918;5;4;1;5;0;0;0;0;•;6;4;864;24308.254;28134.5532407407;3372.907;3903.8275462963;911;508.370535714286;20994;23045.0054884742;1009.139;48.411;93.755;145.26;718.543;320.009254363;320.004778483;299.998483447;567.250702642;231.965711074;606.326025857;379.411225659;393.568361582
1620;9674118;118;610;Breitbrunn;12.4021;48.35;20.8;8.54;57.9;57.9;652.52;425.72;4.99;21.39;117.73;961;1048;1092;567;13.631633715;4.198473282;77.5;88.064516129;53;99;48;96;61;301;260;174;10;8;2;8;0;39;90;36;51;39;37;34;16;0;0;0;0;0;0;0;0;0;0;0;50;30;20;3;•;28;•;•;11;23;46;451;425;94.2350332594235;-402;0;5;3;4;2;2;16;16;433;216;12;•;3;4;0;0;0;1048;100;1039;99.1;1039;99.1;243;120.3;1;•;0;0;2;2;0;0;2;0;0;2;325;432;13;118;301;2545;0;0;0;5;4;1;4;0;0;0;0;0;•;0;532;14071.814;26450.7781954887;1701.207;3197.75751879699;603;573.739295908659;13513;22409.6185737977;521.906;10.187;43.466;23.472;443.311;299.970553592;299.993098212;300.011800802;496.580399619;94.62226451;514.565176023;385.017274472;393.508072175
1621;9674120;120;612;Bundorf;40.2441;62.51;11.78;9.43;157.42;157.42;1972.44;1741.65;14.11;55.07;242.17;1050;936;919;474;-12.476190476;-1.816239316;26.093439364;22.837972167;41;79;35;65;40;218;230;211;8;3;8;12;-9;31;45;23;41;4;40;29;17;0;0;0;0;0;0;0;0;0;0;0;55;37;18;4;•;•;•;•;•;35;63.6363636363636;341;321;94.1348973607038;-286;0;4;6;7;8;6;31;31;1710;771;151;•;6;5;0;0;0;907;98.6;902;98;902;98;126;117.8;1;•;0;2;0;0;0;0;0;1;0;-1;339;401;15;71;315;2463;0;•;•;7;6;1;6;0;0;0;0;0;•;•;433;12328.77;28472.9099307159;1645.8;3800.92378752887;472;523.862375138735;10221;21654.6610169491;477.441;35.524;46.32;40.678;352.993;349.990147783;350.007556294;300.005694437;522.364332604;166.225382932;539.296498906;427.467248908;465.766233766
1622;9674121;121;612;Burgpreppach, M;38.7584;84.53;15.58;16.52;191.31;191.31;1512.89;1991.26;12.36;51.39;305.76;1535;1415;1406;702;-8.403908795;-0.636042403;39.602683179;36.274509804;71;126;46;117;81;348;346;271;14;13;12;21;-8;77;104;66;100;4;62;50;30;1;53;3;0;0;0;0;0;0;0;0;193;96;97;3;•;47;51;•;32;123;63.7305699481865;577;507;87.8682842287695;-384;0;6;4;6;5;4;25;25;714;338;2533;•;9;13;0;0;0;1399;99.9;1359;97;1055;75.3;123;117.5;2;•;0;2;1;0;0;1;8;2;5;1;455;618;12;164;442;3681;•;•;•;8;7;1;17;0;0;0;0;•;7;3;680;18172.677;26724.525;2312.341;3400.50147058824;717;513.610315186246;15056;20998.6052998605;854.957;29.369;98.382;153.414;571.782;350.005958765;350.00177879;300.001482008;599.128941836;273.773651016;640.113524877;303.79670723;381.421276596
1623;9674129;129;610;Ebelsbach;25.7623;140.19;6.85;64.35;144.6;132.63;1049.27;1053.38;51.69;65.9;354.06;3549;3754;3805;1930;7.213299521;1.358550879;137.77173913;147.709627329;212;242;151;325;242;921;977;735;32;28;40;32;-4;184;263;199;190;73;159;151;103;1;129;8;0;0;0;0;0;0;0;0;545;250;295;20;•;153;216;•;130;417;76.5137614678899;1573;1445;91.8626827717737;-1028;3;12;5;9;7;2;38;35;526;209;908;54;30;20;3;110;1628;3744;99.9;3740;99.8;3740;99.8;439;116.4;0;0;12;12;15;12;3;0;46;25;5;16;1066;1811;124;623;1064;9377;80;3636;6538;15;11;4;14;0;0;0;0;15;27;21;1991;53956.094;27099.996986439;7127.664;3579.94173782019;2179;573.270192054723;49724;22819.6420376319;2515.54;27.438;316.997;417.327;1744.953;374.989749897;374.997929803;349.999669201;667.960701009;244.015400956;677.700743494;305.307794626;340.884368308
1624;9674130;130;611;Ebern, St;95.0151;367.39;63.53;53.34;419.24;416.27;3299.43;5103.37;39.6;155.61;906.89;7067;7247;7408;3760;4.825244092;2.221608942;74.373816039;77.962534203;350;585;270;625;431;1800;1750;1597;55;60;76;77;-17;458;550;319;456;94;220;225;152;2;527;47;1;565;36;1;698;54;0;0;3942;2384;1558;70;19;2463;617;317;526;2633;66.7935058346017;2973;1664;55.9704002690885;969;3;37;40;20;10;3;113;110;1755;762;3612;260;60;52;7;2433;108907;7206;100;7143;99.1;7068;98.1;419;122.4;3;21;10;21;15;14;1;0;19;1;2;16;2022;3362;162;1126;2074;18153;151;13816;23847;33;24;9;26;2;101;93;83;48;79;160;3760;107991.679;28721.1912234043;14999.449;3989.21515957447;4171;574.122505161734;97526;23381.9228002877;8325.66;75.01;808.171;3414.534;4006.358;350.006999207;350;349.999866625;1127.8325657;702.590625847;1174.634651856;40.062673322;49.038876006
1625;9674133;133;;Eltmann, St;40.7521;254.32;25.68;29.66;225.33;217.95;1364.49;1894.3;211.01;70.42;528.76;4982;5289;5280;2676;5.981533521;-0.170164492;122.257668712;129.570552147;279;434;205;427;331;1419;1281;904;44;48;65;59;-11;385;448;369;395;53;218;235;137;2;571;49;1;577;40;0;0;0;0;0;2140;1497;643;65;•;1338;276;•;372;1617;75.5607476635514;2212;1690;76.4014466546112;-73;3;13;2;5;10;1;34;31;464;206;•;185;37;34;7;1100;45848;5257;99.9;5245;99.7;5245;99.7;303;125.1;4;19;17;18;9;8;0;1;14;2;1;11;1505;2517;108;962;1447;13007;99;6429;10610;27;20;7;29;1;85;52;58;5;24;22;2745;77345.955;28177.0327868853;11051.232;4025.94972677596;2924;555.365622032289;69660;23823.5294117647;5278.369;25;557.966;2112.564;2566.8;309.981401116;310.000055559;310.00013188;1007.322328244;789.692175573;1144.390076336;77.450104942;21.635287378
