"Laufende
Nummer";"Regional-
schlьssel";"Gemeinde-
schlьsselnr.";"Vgem-
schlьssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
1026;9376125;125;;Fensterbach;26,847;68,18;68,77;6,41;158,2;143,65;1323,82;830;68,18;75,32;351,57;2138;2370;2364;1229;10,57062675;-0,253164557;79,62756052;88,04469274;132;207;79;185;129;596;607;429;21;20;11;15;5;94;83;109;85;-2;87;78;56;1;132;7;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;660;442;218;44;Х;472;136;Х;Х;529;80,15151515;1102;971;88,11252269;-442;3;10;9;3;4;4;33;30;1401;Х;1216;178;11;16;4;469;13177;2350;99,9;2331;99,1;2331;99,06502337;295;126,7;5;19;2;2;9;8;1;Ц;10;Ц;3;7;736;1001;15;263;723;5653;Х;Х;Х;8;5;3;6;0;0;0;0;3;3;11;1266;43983,022;34741,72354;6464,913;5106,566351;1460;621,0123352;39812;27268,49315;2904,069;26,742;223,007;1276,312;1373,958;300;319,9985651;314,9999417;1228,975455;942,3186627;1378,271265;59,05374524;9,279050042
1027;9376131;131;339;Gleiritsch;10,9441;22,35;2,85;4,02;51,46;51,46;520,13;432,11;8,57;22,39;100,06;693;653;639;332;-7,792207792;-2,143950995;63,34552102;58,4095064;36;51;21;38;22;185;182;104;3;8;7;8;0;12;14;28;15;-1;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Х;Х;Х;Х;Ц;15;Х;Х;Х;Х;Х;295;281;95,25423729;Х;0;3;7;1;2;1;14;14;382;Х;Х;Ц;3;3;Ц;Ц;Ц;645;100;626;97,1;626;97,05426357;7;105,9;Ц;Ц;1;1;2;2;Ц;Ц;2;Ц;Ц;2;207;284;2;67;215;1737;Ц;Ц;Ц;1;1;Ц;1;0;0;0;0;Ц;Ц;Х;316;12883,731;40771,30063;2219,954;7025,170886;368;565,2841782;10441;28372,28261;478,555;8,971;42,385;53,05;372,919;379,9661161;379,9982069;329,9958339;746,575663;207,0920437;760,4149766;320,6302652;306,4188976
1028;9376133;133;341;Guteneck;35,0685;14,27;5,99;3,47;148,36;148,37;1944,19;1242,63;22,08;33,54;231,57;914;891;820;431;-10,28446389;-7,968574635;26,06216139;23,38180781;30;79;32;74;53;197;190;165;2;5;7;6;-1;19;20;15;29;-9;29;29;15;1;25;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;91;65;26;Х;Х;15;Х;Х;Х;71;78,02197802;332;312;93,97590361;-241;0;15;22;25;9;0;71;71;2606;Х;1509;Х;6;8;Ц;Ц;Ц;831;100;701;84,4;636;76,53429603;Ц;111,8;1;Х;Ц;Ц;2;2;Ц;Ц;2;Ц;Ц;2;237;352;5;98;249;2034;Х;Х;Х;9;7;2;11;0;0;0;0;Ц;Х;Х;391;14192,246;36297,30435;2158,902;5521,488491;402;472,3854289;10833;26947,76119;523,089;44,355;28,192;96,339;352,628;349,9960546;320;300,0023121;633,279661;291,0024213;677,4624697;430,4309927;418,5054945
1029;9376141;141;;Maxhьtte-Haidhof, St;34,6933;302,13;151,65;26,05;248,46;208,34;1174,11;1276,95;48,55;75,73;805,15;8893;10452;11394;5697;28,123243;9,012629162;256,3562986;328,4520035;612;885;318;841;662;2996;2841;2239;104;102;104;105;-3;733;897;552;620;277;452;441;288;2;491;32;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;3092;1621;1471;271;16;723;468;1563;322;2340;75,67917206;4842;4090;84,46922759;-1750;0;6;4;4;4;5;23;23;1668;547;Х;Ц;131;102;5;186;5042;10998;100;10880;98,9;10880;98,90009999;669;121,5;13;126;70;78;93;83;5;5;123;5;43;75;3443;5313;199;2051;3063;26982;Х;Х;Х;40;33;7;47;1;94;74;65;49;85;119;5621;192545,48;34254,66643;29192,934;5193,548123;6316;579,76868;179894;28482,26726;11752,885;24,061;933,894;4297,087;6481,083;309,9845401;310,0001328;320,0000455;1043,309809;690,9118509;1148,032312;207,7201953;234,7227507
1030;9376144;144;341;Nabburg, St;62,3806;152,15;66,29;43,05;373,11;355,78;2678,46;2495,13;125,86;110,24;763,33;6062;6168;6137;3054;1,23721544;-0,502594034;97,17858288;98,38089131;302;442;207;455;376;1527;1448;1380;52;70;84;62;8;341;372;355;308;64;182;168;123;2;338;23;1;676;47;1;738;57;Ц;Ц;2842;1552;1290;98;Х;1529;526;281;Х;2135;75,12315271;2571;1864;72,50097238;271;2;11;25;24;14;4;80;78;2694;975;2602;275;38;31;8;1391;59027;6094;100;5919;97,1;5829;95,65146045;764;126;6;29;13;14;17;16;1;Ц;20;Ц;3;17;1870;3023;166;996;1861;15992;60;4315;8262;41;35;6;52;2;107;104;84;17;28;71;3186;116792,569;36658,05681;18490,25;5803,593848;3428;566,7989418;101460;29597,43291;7254,804;53,986;552,62;2705,344;3930,392;319,9928872;319,9995368;320,0000177;1186,782922;813,1275969;1305,569769;10,09455259;58,65056308
1031;9376146;146;345;Neukirchen-Balbini, M;48,2624;18,78;13,08;4,02;182,85;180,45;1795,57;2524,85;108,31;62,35;303,22;1218;1147;1131;581;-7,142857143;-1,39494333;25,73964497;23,4355574;70;86;29;98;56;275;290;227;13;12;10;7;5;23;22;33;19;3;67;52;36;1;38;3;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;87;42;45;12;Х;27;Х;Х;Х;61;70,11494253;442;416;94,11764706;-355;1;13;17;10;12;4;57;56;3543;1404;1686;Х;5;2;Ц;Ц;Ц;1124;99,9;1055;93,8;1007;89,51111111;Ц;128,8;1;Х;5;9;6;3;3;Ц;10;2;1;7;344;476;7;128;341;2704;Х;Х;Х;6;5;1;5;0;0;0;0;Ц;Ц;7;562;18608,54;33111,28114;2526,865;4496,201068;544;479,2951542;14876;27345,58824;838,81;41,889;55,932;271,925;467,504;350,0083556;349,9906139;350;744,2857143;415,5661047;769,2537711;387,6379769;332,1635556
1032;9376147;147;;Neunburg vorm Wald, St;110,145;191,24;136,83;69,18;474,93;474,94;5065,84;4176,05;365,84;211,64;1107,55;7215;7954;8222;4230;13,95703396;3,3693739;65,50753586;74,65044489;455;686;260;671;598;2173;1832;1547;73;87;107;101;-14;602;721;663;622;99;292;346;195;2;610;46;1;578;35;Ц;Ц;Ц;Ц;Ц;4065;2496;1569;402;13;2625;743;118;566;2470;60,76260763;3436;1842;53,6088475;628;2;30;38;51;29;4;154;152;7373;3047;4325;111;62;31;7;2027;68986;8099;99,6;7953;97,8;7953;97,82287823;Ц;118,1;12;341;25;60;22;18;3;1;33;1;10;22;2242;3710;203;1298;2209;19672;694;38723;112980;38;31;7;48;2;129;125;150;18;59;83;3983;135119,442;33924,03766;20427,617;5128,70123;4165;514,2610199;112640;27044,41777;10990,797;84,491;809,733;5794,611;4287,746;310,0018345;329,999511;320,0000508;1345,098152;1210,886917;1518,837352;Ц;Ц
1033;9376148;148;339;Niedermurach;29,9767;26,69;9,18;4,06;144,57;144,57;1705,6;929,5;19,81;42,43;251,16;1366;1267;1238;637;-9,370424597;-2,28887135;45,56370914;41,29419613;74;103;30;110;67;319;284;251;12;11;9;9;2;55;43;46;73;-30;44;44;33;1;39;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;132;108;24;19;6;91;Х;Х;Х;104;78,78787879;477;449;94,12997904;-345;0;13;21;18;9;0;61;61;2648;1049;4561;Х;6;7;1;Х;Х;1253;99,6;1215;96,6;1215;96,58187599;16;117,8;5;75;3;3;4;4;Ц;Ц;5;Ц;Ц;5;381;534;15;134;385;3129;Ц;Ц;Ц;3;3;Ц;4;0;0;0;0;5;6;17;613;20297,75;33112,15334;2847,57;4645,301794;611;481,4814815;15871;25975,45008;747,39;27,744;48,132;112,03;558,749;300;300;300,0020262;592,6962728;221,7668517;636,2918319;430,2299762;447,0307942
1034;9376149;149;;Nittenau, St;98,73;243,57;77,04;21,88;428,16;422,08;3397,4;4893,41;226,16;263,3;944,39;7275;8363;8906;4541;22,41924399;6,492885328;73,68580978;90,20561126;483;697;268;736;549;2367;2102;1704;79;68;97;89;-21;589;784;569;574;210;421;383;224;3;457;31;Ц;Ц;Ц;1;541;46;Ц;Ц;2748;1637;1111;318;Х;1478;494;157;Х;1663;60,51673945;3818;2735;71,63436354;-1072;4;18;17;34;18;4;95;91;3225;1204;442;1549;60;59;6;1139;54223;8720;100;8194;94;7657;87,80963303;Ц;130,7;9;57;40;92;38;31;6;1;54;1;13;40;2452;3893;161;1305;2427;20407;205;7796;21894;39;35;4;54;2;171;137;93;33;67;83;4309;152808,646;35462,67023;23526,335;5459,813182;4631;533,7713232;133543;28836,75232;8731,017;70,217;919,321;2751,449;4977,431;380,0032471;379,9993386;379,9998653;984,3311161;489,7977452;979,3645998;193,7334837;146,3124022
1035;9376150;150;;Wernberg-Kцblitz, M;66,0672;138,96;76,28;18,71;419,76;408,12;2754,91;2729,76;118,96;177,86;767,21;5607;5655;5703;2882;1,712145532;0,848806366;84,86453761;86,317542;269;417;153;467;355;1438;1419;1185;37;48;60;69;-21;311;315;310;252;63;316;242;136;2;187;9;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;3543;1793;1750;244;8;1087;1473;314;661;2612;73,72283376;2471;1542;62,40388507;1070;1;14;33;29;11;4;92;91;3459;1414;3355;160;51;37;10;1084;27252;5657;99,8;5623;99,2;5623;99,22357508;571;126,5;11;53;7;7;22;17;2;3;46;9;21;16;1585;2574;85;930;1559;13686;137;12521;15898;36;23;13;36;1;100;98;61;147;197;255;3002;99785,82;33239,78015;16402,491;5463,85443;3267;585,3789643;81318;24890,72544;6010,651;53,411;586,848;2205,186;3154,187;289,9934846;290,0005436;330,0000211;1058,585946;776,1970764;1168,196372;45,76329694;24,00491918
1036;9376151;151;;Oberviechtach, St;62,4177;122,09;66,77;19,14;307,79;307,78;2841,87;2496;53,74;133,1;681,55;4698;4946;4967;2481;5,725840783;0,424585524;75,26433835;79,57385453;264;412;152;358;325;1228;1116;1112;49;36;71;82;-46;277;297;274;216;81;149;175;124;2;481;37;Ц;Ц;Ц;1;675;47;Ц;Ц;1644;777;867;126;Х;460;Х;127;536;1037;63,07785888;1830;1223;66,83060109;-186;0;23;30;23;14;2;92;92;3895;1729;990;Х;44;24;4;300;9088;4913;99,3;4855;98,1;4855;98,14028704;274;126,2;4;71;9;13;16;11;4;1;42;23;Ц;19;1415;2380;138;755;1487;12640;99;1613;4214;23;20;3;28;1;128;128;96;33;54;77;2312;78019,581;33745,49351;11093,632;4798,283737;2447;497,964998;65545;26785,86024;4452,598;43,68;409,255;1376,97;2615,176;310,0070972;309,999394;320,0002624;901,5181211;518,6412229;981,1945738;242,8888439;300,4757533
1037;9376153;153;343;Pfreimd, St;51,4544;117,55;52,73;17,3;336,98;324,41;2025,57;2142,33;89,05;174,26;660,58;5126;5413;5398;2719;5,306281701;-0,27711066;99,63070943;104,9173955;246;432;169;500;393;1337;1265;1056;48;40;54;64;-24;311;247;269;269;-22;221;234;126;2;329;23;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;2113;1314;799;117;Х;1103;511;Х;396;1479;69,99526739;2304;1672;72,56944444;-193;2;14;14;19;12;1;62;60;2467;Х;645;37;26;21;4;761;Х;5420;100;5280;97,4;5280;97,41697417;94;126;5;41;8;19;10;7;1;2;20;1;11;8;1531;2387;93;810;1484;12664;Х;Х;Х;28;18;10;27;1;59;51;40;14;18;54;2723;92203,085;33860,84649;13726,375;5040,901579;2967;557,3924479;83085;28003,03337;5695,398;36,419;429,43;2135,161;3085,954;310,0017024;309,9995669;320,0001184;1051,975988;691,1097156;1156,181382;118,8348726;135,3547429
1038;9376159;159;;Schmidgaden;41,2451;73,9;57,67;13,75;227,68;224,44;1978,67;1433,38;102,82;113,77;448,05;2421;2884;2905;1480;19,99173895;0,72815534;58,69090909;70,42424242;150;230;92;270;177;765;714;507;30;25;23;27;-2;115;92;87;98;-6;106;99;63;2;102;8;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;464;350;114;57;Х;332;27;Х;60;346;74,56896552;1246;1130;90,69020867;-784;2;11;21;10;8;3;55;53;1944;Х;2174;82;26;17;2;Х;Х;2915;99,9;2865;98,2;2865;98,18368746;Ц;129,3;5;33;22;26;16;15;1;Ц;17;Ц;3;14;841;1174;29;355;790;6523;Х;Х;Х;10;6;4;8;0;0;0;0;Х;4;17;1523;49696,646;32630,75903;7276,67;4777,852922;1736;604,4568245;46421;26740,20737;2396,177;49,249;241,478;616,984;1483,273;320,0064977;319,9994699;349,999764;823,4285223;392,3013746;859,2309278;300,7298969;290,3405995
1039;9376160;160;344;Schцnsee, St;50,2792;70,99;34,79;11,37;157,11;157,11;1551,74;2891,87;20,94;137,3;349,49;2697;2584;2471;1247;-8,379681127;-4,373065015;53,63961814;49,14478918;119;184;64;168;115;602;655;564;10;19;30;26;-7;168;147;141;115;32;87;107;69;1;90;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1008;469;539;157;3;756;95;18;136;711;70,53571429;870;573;65,86206897;138;1;16;22;12;10;1;62;61;1802;768;32;142;21;11;5;731;16850;2458;99,4;2421;97,9;2421;97,9368932;167;126,7;2;Х;Ц;Ц;1;1;Ц;Ц;2;Ц;1;1;824;1293;46;502;745;6760;330;5190;15690;7;6;1;8;0;0;0;0;33;37;41;1127;38167,243;33866,23159;6489,133;5757,881988;1194;478,9410349;31066;26018,42546;2152,328;25,231;201,609;743,813;1177,295;300,0118906;300;299,9996967;881,01842;624,3442489;1005,836267;313,0609906;212,2025316
1040;9376161;161;;Schwandorf, GKSt;123,8063;557,83;361,22;97,84;804,59;693,2;5255,64;3888,99;557,93;324,2;2103,52;26109;27556;28730;14327;10,03868398;4,260415155;210,8795735;232,0491075;1459;2135;884;2448;1754;7262;6514;6274;268;269;361;323;-54;2032;1981;1798;1826;155;891;801;568;9;1485;102;2;874;59;1;662;48;1;2875;14115;7309;6806;1336;134;3529;2761;2941;4750;8923;63,21643642;11738;6550;55,80166979;2373;5;18;40;42;28;8;141;136;5227;1512;6279;33;214;192;14;3062;126699;28608;100;28036;98;27623;96,55015729;1000;120,9;15;198;76;200;42;34;3;5;68;10;25;33;7449;14125;1112;5994;7019;66878;346;14945;38672;145;111;34;162;3;387;355;277;171;376;518;14719;487025,803;33088,23989;75340,409;5118,582037;15892;567,146069;425607;26781,21067;29753,823;115,105;3156,466;10306,114;16135,569;315,0023262;340,0001293;379,9999631;1036,032696;554,5730005;1044,9196;257,2538041;250,6046608
1041;9376162;162;342;Schwarzach b.Nabburg;27,3652;39,75;9,76;4,19;119,72;116,23;1424,45;938,52;62,4;58,13;222,82;1372;1513;1449;745;5,612244898;-4,230006609;50,12787724;52,94117647;70;107;53;127;94;367;358;273;8;14;12;10;4;63;60;65;55;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;109;80;29;Х;Х;67;20;Х;6;71;65,13761468;655;617;94,19847328;-546;0;7;12;14;9;0;42;42;2035;Х;Х;Х;9;7;Ц;Ц;Ц;1445;100;1373;95;1373;95,01730104;Ц;128,6;2;Х;1;2;11;10;1;Ц;12;Ц;4;8;465;659;25;198;436;3621;Х;Х;Х;11;8;3;17;0;0;0;0;3;7;5;739;25508,454;34517,52909;3723,555;5038,640054;812;555,4035568;22972;28290,64039;1053,232;24,936;78,208;130,452;819,636;300;300,003836;300,0017522;723,8707904;236,8268041;772,137457;305,3608247;343,6293223
1042;9376163;163;342;Schwarzenfeld, M;38,2722;162,75;64,48;30,34;205,58;186,65;1712,94;759,31;582,38;152,79;520;5929;6251;6338;3107;6,898296509;1,391777316;154,9255291;165,6127515;314;516;148;495;408;1548;1535;1374;59;57;96;80;-23;364;402;302;308;94;254;255;154;2;473;33;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;2229;1357;872;144;3;1347;419;119;341;1610;72,22969942;2692;2073;77,00594354;-463;1;2;4;18;13;0;38;37;1866;717;916;Ц;47;37;7;1138;42700;6243;100;6159;98,6;6136;98,25460368;2818;128,7;12;83;12;22;39;34;1;4;58;Ц;17;41;1885;3004;126;1099;1779;15598;191;5536;10343;34;27;7;39;1;126;120;116;21;42;73;3396;112219,852;33044,71496;17043,677;5018,750589;3664;583,9043825;96816;26423,58079;5548,758;26,448;471,136;1554,417;3490,397;260,0078647;275,0002918;300;878,3849929;512,8128859;989,7300934;181,8116194;236,9394322
1043;9376164;164;345;Schwarzhofen, M;36,1055;35,11;6,45;6,01;110,56;110,56;1850,17;1370,89;52,85;76,84;234,65;1605;1496;1405;729;-12,46105919;-6,082887701;44,44752146;38,9088895;56;99;57;122;74;345;354;298;15;8;16;15;-7;62;54;63;68;-14;40;46;24;1;37;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;200;148;52;18;3;Х;41;Х;Х;155;77,5;600;555;92,5;-400;0;11;10;18;12;0;51;51;2659;1030;Х;Х;15;15;2;Х;Х;1418;99,2;1269;88,8;1269;88,80335899;Ц;129,1;3;Х;2;3;2;1;1;Ц;3;1;0;2;466;656;24;188;444;3685;Ц;Ц;Ц;3;3;Ц;3;0;0;0;0;3;4;12;711;23832,263;33519,35724;3375,606;4747,687764;714;496,868476;20233;28337,53501;1176,837;29,87;92,543;342,226;708,932;350,0117178;349,998109;350,0004181;824,6930624;406,789068;850,0693763;355,5655221;363,6210526
1044;9376167;167;344;Stadlern;10,5501;21,13;9,82;1,59;37,52;37,51;356,02;560,77;1,46;33,87;84,58;611;513;515;258;-15,71194763;0,389863548;57,91469194;48,81516588;20;30;14;31;31;110;144;135;Ц;6;5;8;-2;16;16;19;14;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Х;Х;Х;Х;Ц;Х;Х;Ц;Х;Х;Х;213;142;66,66666667;Х;0;4;0;3;2;0;9;9;Х;Х;Ц;Ц;1;3;1;Х;Х;516;99,2;508;97,7;508;97,69230769;38;127,1;1;Х;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;203;294;17;86;191;1587;Ц;Ц;Ц;Ц;Ц;Ц;Ц;0;0;0;0;Х;Х;Х;266;7695,397;28930,06391;927,957;3488,56015;292;556,1904762;7183;24599,31507;445,75;4,87;42,102;173,975;224,053;319,9737188;319,9969598;319,9986595;865,5339806;435,3747573;930,1378641;354,4;661,9147287
1045;9376168;168;346;Steinberg;20,2117;50,74;32,93;19,22;87,78;87,78;195,39;1278,65;249,5;73,64;205,41;1422;1857;1923;976;35,23206751;3,554119548;70,36120732;95,15091539;84;153;55;174;104;495;519;339;12;16;19;10;6;133;127;122;97;30;50;42;33;1;55;3;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;171;86;85;16;Ц;78;Х;Х;41;131;76,60818713;828;789;95,28985507;-658;0;0;2;1;0;0;3;3;Х;Ц;Х;Ц;12;7;1;Х;Х;1894;100;1882;99,4;1882;99,36642027;106;115,4;4;53;4;4;8;8;Ц;Ц;9;1;1;7;570;888;29;303;556;4587;Х;Х;Х;6;5;1;10;0;0;0;0;Х;6;14;937;35436,771;37819,39274;5913,72;6311,334045;1064;564,4562334;31733;29824,24812;1506,805;5,183;126,199;278,33;1095,468;299,9421296;300,0023772;330,0010444;792,6380852;297,0915308;836,9289847;245,8348238;285,0234497
1046;9376169;169;342;Stulln;15,5286;44,07;37,4;4,79;73,8;69,01;810,61;441,43;55,71;36,68;192,23;1272;1682;1653;833;29,95283019;-1,724137931;81,90598841;106,43915;76;159;48;141;102;442;435;250;8;14;15;14;0;125;124;121;146;-22;75;66;51;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;515;255;260;21;4;436;Х;Х;23;419;81,3592233;762;666;87,4015748;-247;0;2;5;7;7;1;22;22;1427;648;2261;Ц;11;15;4;415;15155;1671;100;1650;98,7;1650;98,7432675;Ц;125,9;3;10;4;5;7;7;Ц;Ц;7;Ц;1;6;493;736;35;216;485;3990;Ц;Ц;Ц;7;5;2;5;0;0;0;0;Х;3;11;899;31509,496;35049,49499;4754,755;5288,937709;1032;619,0761848;29305;28396,31783;2373,108;17,634;117,935;1214,55;1020,589;300;299,9974562;350,0003564;1408,3727;1037,110386;1489,44273;4,223145401;Ц
1047;9376170;170;;Teublitz, St;38,2325;196,18;44,26;30,16;219,76;195,81;1083,39;1704,62;251,5;96;540,52;6915;7370;7341;3645;6,160520607;-0,39348711;180,8788909;192,0219723;376;515;203;519;432;1842;1820;1634;62;56;68;66;-10;467;393;413;386;7;200;219;153;2;351;31;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1849;1227;622;147;Ц;1143;268;203;235;1366;73,87777177;3216;2733;84,98134328;-1367;0;4;4;6;4;3;21;21;413;83;Х;Ц;64;48;3;Х;Х;7341;100;7234;98,5;7234;98,52901117;375;110,5;5;167;27;47;28;21;6;1;37;5;9;23;2340;3511;116;1228;2167;17847;Х;Х;Х;45;29;16;45;1;86;45;22;16;28;56;3907;129164,939;33059,87689;19804,078;5068,870745;4349;599,2834505;119854;27558,97908;7017,673;28,926;611,839;1912,91;4442,923;330,0171135;329,9995685;350,0001547;957,1294326;432,9079378;991,2037643;261,9798145;249,6992256
1048;9376171;171;339;Teunz;30,7293;60,67;14,01;5,93;144,63;144,62;1407,78;1286,74;20,31;41,33;282,51;1734;1907;1841;927;6,170703576;-3,460933403;56,42694435;59,90888383;94;142;63;182;94;477;464;325;16;15;14;18;-3;75;54;65;64;-10;83;69;62;1;70;4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;503;328;175;33;Х;99;14;Х;62;357;70,97415507;830;684;82,40963855;-327;4;11;9;10;12;0;46;42;2016;719;3549;Ц;9;4;1;Х;Х;1831;98,8;1767;95,4;1767;95,3588775;71;135,8;6;28;1;1;11;9;2;Ц;13;1;1;11;577;828;29;244;555;4668;Ц;Ц;Ц;7;7;Ц;9;0;0;0;0;7;21;23;891;31011,206;34804,94501;4359,783;4893,13468;984;528,4640172;25850;26270,3252;1335,436;25,442;114,943;268,145;924,771;350,0068785;349,9984775;350;726,1750952;271,8928766;744,4845024;419,4214247;360,02407
1049;9376172;172;345;Thanstein;27,8593;19,72;7,57;1,68;98,32;98,33;1262,63;1244,87;27,2;38,35;183,87;975;1012;962;499;-1,333333333;-4,940711462;34,99641062;34,52979182;36;83;47;94;58;236;241;167;2;13;7;10;3;31;22;25;34;-12;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;73;34;39;Х;Х;Х;19;Х;Х;51;69,8630137;411;389;94,64720195;-338;0;12;17;13;4;0;46;46;1574;634;1291;Ц;7;2;Ц;Ц;Ц;957;98,8;868;89,6;810;83,59133127;5;128,5;2;Х;1;1;3;1;1;1;6;Ц;1;5;278;406;11;109;286;2346;50;1212;7445;3;3;Ц;3;0;0;0;0;Ц;3;5;447;14877,989;33284,09172;1868,147;4179,299776;478;490,7597536;12579;26315,89958;624,675;30,792;65,188;157,374;369,431;449,9780798;450,0069032;349,9981694;648,6760125;295,8037383;644,3063344;366,9075805;390,4199584
1050;9376173;173;343;Trausnitz;17,6276;24,65;2,68;7,19;80,01;80,01;721,51;784,59;57,23;37,76;144,6;979;975;949;490;-3,064351379;-2,666666667;55,530346;53,82870108;38;64;22;83;58;218;236;230;13;5;11;13;-8;42;50;46;44;6;Ц;Ц;Ц;1;20;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;47;23;24;Х;Ц;Х;Х;Ц;Х;19;40,42553191;442;414;93,66515837;-395;0;6;8;4;3;1;22;22;882;Х;Х;Х;7;4;Ц;Ц;Ц;940;100;874;93;874;92,9787234;Ц;125;1;Х;5;6;2;2;Ц;Ц;2;Ц;Ц;2;336;466;15;152;299;2573;Х;Х;Х;Ц;Ц;Ц;Ц;0;0;0;0;Ц;Х;7;514;13980,987;27200,36381;1702,187;3311,64786;577;596,0743802;13493;23384,7487;638,213;19,173;57,568;162,614;397,602;379,9643282;350;330,0003849;680,3976546;398,0970149;721,1428571;492,6353945;427,1705263
1051;9376175;175;346;Wackersdorf;33,5552;134,34;223,76;29,95;239,63;215,9;551;1751,34;232,4;130,1;657,55;3896;5023;5243;2656;34,57392197;4,379852678;116,090584;156,227652;277;394;149;392;314;1489;1254;974;55;38;57;57;-19;521;480;456;427;53;198;189;130;2;262;21;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;5826;4211;1615;822;Х;Х;1018;1321;232;5271;90,47373841;2418;1867;77,21257237;3404;0;1;6;4;2;1;14;14;645;Х;Х;Ц;55;49;20;2692;112195;5240;100;5174;98,7;5174;98,74045802;181;126,2;3;26;30;44;19;17;1;1;29;Ц;13;16;1530;2475;105;887;1483;12590;86;6778;34262;34;28;6;48;1;59;59;53;14;21;45;2598;95998,35;36950,86605;15073,321;5801,894149;2917;568,1729646;88387;30300,65135;15204,677;14,547;639,504;10443,979;4102,977;249,9914075;280,0003503;349,9999866;2880,21917;2807,323736;3096,369956;Ц;Ц
1052;9376176;176;344;Weiding;22,4286;11,39;2,6;1,14;52,12;52,11;570,41;1525,51;3,16;27,7;92,6;655;532;468;268;-28,54961832;-12,03007519;29,20196166;20,86491306;11;28;9;40;16;99;137;128;2;1;11;3;-2;13;12;20;15;-3;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;118;56;62;12;Х;Х;Х;Ц;Х;106;89,83050847;164;152;92,68292683;-46;0;6;5;5;2;0;18;18;565;Х;Ц;Ц;3;1;Ц;Ц;Ц;466;98,3;450;94,9;450;94,93670886;61;129;1;Х;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;167;233;4;78;151;1296;72;810;3350;2;1;1;1;0;0;0;0;12;11;16;245;6957,345;28397,32653;940,072;3837,028571;244;490,945674;5729;23479,5082;305,002;15,139;27,021;30,686;231,719;350,0346821;320,0023685;320,004964;639,4171908;195,7903564;664,8176101;495,672956;526,7261146
